"JobTitle","Sex","Race","JobType","StartYear"
"Laboratory Assistant","F","Hispanic or Latino","Permanent-Full Time",2012
"Public Health Nurse","F","White","Permanent-Full Time",2015
"Librarian","F","White","Permanent-Part Time",2012
"Permit Processing Specialist I","F","Black or African American","Permanent-Full Time",2012
"Multi Skilled Wastewater Plant Operator (Senior)","M","Native Hawaiian or Other Pacific","Permanent-Full Time",2012
"WSS Equipment Operator II","M","White","Permanent-Full Time",2012
"Accountant II","F","Asian","Permanent-Full Time",2013
"Emergency Communications Technician III","F","Black or African American","Permanent-Full Time",2012
"Emergency Communications Watch Officer","M","White","Permanent-Full Time",2012
"WSS Technician III","M","Black or African American","Permanent-Full Time",2012
"Human Services Aide V","F","Hispanic or Latino","Permanent-Full Time",2012
"Technology Manager II","M","Asian","Permanent-Full Time",2012
"AED Specialist II","F","Asian","Permanent-Full Time",2012
"Contract Specialist","F","White","Permanent-Full Time",2012
"Administrative Officer (DHS)","M","Black or African American","Permanent-Full Time",2012
"Mental Health Therapist II (Licensed)","F","White","Permanent-Full Time",2012
"Mental Health Therapist II (Licensed)","M","Black or African American","Permanent-Full Time",2012
"Commonwealth Atty II","F","White","Permanent-Full Time",2012
"Psychiatric Nurse","F","White","Permanent-Full Time",2017
"Communications Specialist I","M","White","Permanent-Full Time",2012
"AED Specialist IV","F","White","Permanent-Full Time",2012
"Public Health Nurse","F","White","Permanent-Full Time",2012
"Real Estate Appraiser","M","Hispanic or Latino","Permanent-Full Time",2013
"Psychiatrist","F","White","Permanent-Full Time",2012
"AED Specialist III","F","White","Permanent-Full Time",2012
"Design Engineer","M","Hispanic or Latino","Permanent-Full Time",2012
"Mental Health Therapist II","M","White","Permanent-Full Time",2012
"Mental Health Supervisor","F","Black or African American","Permanent-Full Time",2012
"Cultural Affairs Specialist IV","M","White","Permanent-Full Time",2012
"Park Ranger I","F","White","Permanent-Full Time",2012
"AED Specialist IV","M","White","Permanent-Full Time",2012
"Motorized Vehicle Operator IV","M","Black or African American","Permanent-Full Time",2012
"Clinic Aide I","F","Black or African American","Permanent-Part Time",2012
"Planning Division Chief","M","White","Permanent-Full Time",2012
"Real Estate Specialist","M","White","Permanent-Full Time",2012
"Control System Technician (Certified)","M","Black or African American","Permanent-Full Time",2012
"Welder","M","Asian","Permanent-Full Time",2012
"PRISM System Specialist","M","Asian","Permanent-Full Time",2012
"Mental Health Therapist II","M","White","Permanent-Full Time",2012
"Disability Resource Coord","F","Black or African American","Permanent-Full Time",2016
"Eligibility Worker","F","Black or African American","Permanent-Full Time",2012
"Stationary Watch Engineer","M","Hispanic or Latino","Permanent-Full Time",2012
"Public Health Nurse","F","Black or African American","Permanent-Full Time",2012
"Assistant County Manager","F","White","Permanent-Full Time",2012
"Senior Management Analyst","M","White","Permanent-Full Time",2012
"Administrative Assistant V","F","White","Permanent-Full Time",2012
"Traffic Signal Repairer","M","Black or African American","Permanent-Full Time",2012
"Custodial Worker II","M","Hispanic or Latino","Permanent-Full Time",2012
"Mental Health Therapist II","F","Black or African American","Permanent-Full Time",2012
"Mental Health Supervisor","F","Black or African American","Permanent-Full Time",2012
"WSS Technician V","M","Black or African American","Permanent-Full Time",2012
"Development Specialist, Associate","F","White","Permanent-Full Time",2012
"Survey Instrument Operator","M","White","Permanent-Full Time",2012
"Warehouse Coordinator","M","Black or African American","Permanent-Full Time",2015
"Deputy Sheriff","M","White","Permanent-Full Time",2012
"Deputy Sheriff","M","White","Permanent-Full Time",2012
"Psychiatric Nurse","F","Black or African American","Permanent-Full Time",2012
"Mental Health Therapist II (Licensed)","F","White","Permanent-Full Time",2012
"Management Specialist","F","Hispanic or Latino","Permanent-Full Time",2012
"Deputy Building Official","F","White","Permanent-Full Time",2012
"Deputy Sheriff","M","Hispanic or Latino","Permanent-Full Time",2012
"WSS Technician III","M","Black or African American","Permanent-Full Time",2013
"WSS Technician II","M","Black or African American","Permanent-Full Time",2012
"Administrative Technician II","F","Black or African American","Permanent-Full Time",2012
"Power and Control Technician","M","White","Permanent-Full Time",2012
"Epidemiologist","F","White","Permanent-Full Time",2012
"Planner, Principal","M","White","Permanent-Full Time",2012
"WSS Technician V","M","Black or African American","Permanent-Full Time",2012
"Developmental Disability Specialist II","F","Hispanic or Latino","Permanent-Full Time",2012
"Construction Management Specialist","M","Hispanic or Latino","Limited Term Full Time",2012
"Deputy Sheriff","F","Black or African American","Permanent-Full Time",2012
"Deputy Sheriff","F","Hispanic or Latino","Permanent-Full Time",2012
"Human Services Clinician II","F","Black or African American","Permanent-Full Time",2012
"Construction Plans Examiner II","M","Black or African American","Permanent-Full Time",2012
"Sr IT Analyst","M","Black or African American","Permanent-Full Time",2012
"Accountant III","F","Black or African American","Permanent-Full Time",2012
"Court Services Director","M","White","Permanent-Full Time",2012
"Administrative Technician II","F","Asian","Permanent-Full Time",2012
"Fingerprint Specialist Supervisor","M","White","Permanent-Full Time",2012
"Building Engineer I","M","Black or African American","Permanent-Full Time",2012
"Construction Plans Examiner II","F","White","Permanent-Full Time",2012
"Eligibility Worker","F","Black or African American","Permanent-Full Time",2012
"DPR Programmer II","F","White","Permanent-Full Time",2012
"Services Assistant IV","M","Hispanic or Latino","Permanent-Full Time",2012
"Parks & Recreation Director","F","White","Permanent-Full Time",2013
"Management Analyst","F","White","Permanent-Full Time",2013
"Mental Health Therapist III","F","Black or African American","Permanent-Full Time",2013
"Management Specialist","F","Two or more Races","Permanent-Full Time",2013
"Stationary Watch Engineer","M","Asian","Permanent-Full Time",2013
"School Crossing Guard I","F","Hispanic or Latino","Permanent-Part Time",2013
"School Crossing Guard I","F","Black or African American","Permanent-Part Time",2013
"Accounting Technician I","F","Black or African American","Permanent-Full Time",2013
"Housing Assistance Program Specialist","F","Black or African American","Permanent-Full Time",2018
"Environmental Management Specialist, Associate","F","White","Permanent-Part Time",2013
"Commonwealth Atty I","F","White","Permanent-Full Time",2017
"WSS Technician IV","M","Asian","Permanent-Full Time",2013
"Construction Management Specialist","M","White","Permanent-Full Time",2013
"Plumber II","M","Black or African American","Permanent-Full Time",2013
"Services Assistant IV","M","Hispanic or Latino","Permanent-Full Time",2013
"Management Specialist","F","White","Permanent-Part Time",2013
"Trades Worker III","M","Hispanic or Latino","Permanent-Full Time",2013
"Psychiatrist","F","Black or African American","Permanent-Full Time",2013
"Communications Specialist II","F","White","Permanent-Full Time",2013
"Asst To Department Director/Admin","F","White","Permanent-Full Time",2013
"Police Officer","M","White","Permanent-Full Time",2013
"Business Systems Analyst II","F","White","Permanent-Full Time",2013
"AED Specialist I","M","Black or African American","Permanent-Full Time",2013
"Lead Aquatics Instructor","M","White","Permanent-Full Time",2013
"Human Services Specialist","M","Hispanic or Latino","Permanent-Full Time",2013
"Emergency Communications Technician III","F","Black or African American","Permanent-Full Time",2013
"Eligibility Worker","F","Black or African American","Permanent-Full Time",2013
"Planner, Principal","M","White","Permanent-Full Time",2013
"Management Specialist","F","Black or African American","Permanent-Full Time",2013
"Treasurer Operations Deputy","F","White","Permanent-Full Time",2013
"Mental Health Therapist II (Licensed)","M","Black or African American","Permanent-Full Time",2013
"Design Engineer Team Supervisor","M","White","Permanent-Full Time",2013
"Traffic Signal Repairer","M","Black or African American","Permanent-Full Time",2013
"School Crossing Guard I","M","White","Permanent-Part Time",2013
"Multi-Skilled Wastewater Plant Operator","M","Black or African American","Permanent-Full Time",2013
"Tax Auditor III","F","Hispanic or Latino","Permanent-Full Time",2013
"Police Officer","F","Two or more Races","Permanent-Full Time",2013
"Services Assistant IV","F","Hispanic or Latino","Permanent-Full Time",2013
"Police Officer","M","Asian","Permanent-Full Time",2013
"Police Officer","M","White","Permanent-Full Time",2013
"Police Officer","M","Hispanic or Latino","Permanent-Full Time",2013
"Police Corporal","M","White","Permanent-Full Time",2013
"Police Officer","M","Black or African American","Permanent-Full Time",2013
"IT Program Manager","F","Asian","Permanent-Full Time",2013
"Librarian Supervisor","M","Hispanic or Latino","Permanent-Full Time",2013
"Real Estate Specialist","F","Black or African American","Permanent-Full Time",2013
"Trades Worker III","M","Asian","Permanent-Full Time",2015
"Public Health Nurse","M","White","Permanent-Full Time",2013
"Deputy Sheriff","M","White","Permanent-Full Time",2013
"Deputy Sheriff","M","Black or African American","Permanent-Full Time",2013
"Commonwealth Atty II","M","White","Permanent-Full Time",2013
"Project Management Coordinator","M","White","Permanent-Full Time",2013
"Public Health Nurse","F","White","Permanent-Full Time",2013
"Eligibility Worker","F","Hispanic or Latino","Permanent-Full Time",2013
"Public Health Nurse Supervisor","F","White","Permanent-Full Time",2015
"DPR Programmer I","F","White","Permanent-Full Time",2013
"County Attorney III","F","White","Permanent-Full Time",2013
"County Attorney III","F","White","Permanent-Full Time",2013
"Mental Health Therapist III","F","White","Permanent-Full Time",2013
"Police Officer","M","White","Permanent-Full Time",2013
"DPR Programmer II","M","White","Permanent-Full Time",2013
"Planning Supervisor","M","White","Permanent-Full Time",2013
"Construction Codes Inspector III","M","White","Permanent-Full Time",2013
"Administrative Technician I","F","Black or African American","Permanent-Full Time",2013
"Police Corporal","M","White","Permanent-Full Time",2013
"Motorized Vehicle Operator IV","M","Hispanic or Latino","Permanent-Full Time",2013
"County Attorney III","F","White","Permanent-Full Time",2013
"Group Home Counselor I","M","Black or African American","Permanent-Full Time",2013
"Human Services Clinician II","F","White","Permanent-Full Time",2013
"Construction Management Specialist","M","White","Permanent-Full Time",2013
"Staff Human Resources/OD Specialist","F","White","Permanent-Part Time",2013
"Public Health Nurse","F","Hispanic or Latino","Permanent-Full Time",2013
"HVAC Mechanic II","M","Hispanic or Latino","Permanent-Full Time",2013
"Assistant Permit Administration Manager","M","Black or African American","Permanent-Full Time",2013
"School Crossing Guard I","M","Asian","Permanent-Part Time",2013
